Start,End,Text
2253.23,2255.425,"PRINCE CHARMING You don't know where Shrek is?"
2255.566,2258.16,"PINOCCHIO It wouldn't be inaccurate to assume..."
2258.302,2262.568,"PINOCCHIO ...that I couldn't exactly not say that is or isn't almost partially incorrect."
2262.707,2264.072,"PRINCE CHARMING So you do know where he is!"
2264.208,2266.733,"PINOCCHIO On the contrary, I'm possibly more or less"
2266.877,2269.107,"PINOCCHIO not definitely rejecting the idea"
2269.246,2272.909,"PINOCCHIO that in no way, with any amount of uncertainty..."
2273.05,2274.039,"PRINCE CHARMING Stop it!"
2274.185,2276.312,"PINOCCHIO ...I do not know where he shouldn't probably be."
2276.454,2278.922,"PINOCCHIO If that indeed wasn't where he isn't."
2279.056,2282.651,"PINOCCHIO Even if he wasn't not where I knew he was, it could mean..."
2282.793,2285.023,"GINGERBREAD MAN On the good ship Lollipop"
2285.162,2289.565,"PIG Enough! Shrek went off to bring back the next heir!"
2292.57,2294.367,"PRINCE CHARMING He's bringing back the next heir?"
2294.505,2295.995,"PINOCCHIO No!"
2297.241,2300.438,"PRINCE CHARMING Hook! Get rid of this new ""King""."
2300.578,2302.443,"PRINCE CHARMING But bring Shrek to me."
2302.58,2305.777,"PRINCE CHARMING I have something special in mind for him."
2305.916,2308.077,"PINOCCHIO He'll never fall for your tricks!"
2309.754,2311.415,"WOLF Oh, boy."
2321.265,2324.291,"ARTIE I can't believe it. Me, a king?"
2324.435,2327.461,"ARTIE I knew I came from royalty and all, but..."
2327.605,2329.698,"ARTIE ...I figured everyone forgot about me."
2329.84,2333.571,"SHREK Oh, no. In fact the King asked for you personally."
2333.711,2336.271,"ARTIE Really? Wow."
2337.615,2339.845,"ARTIE But I know it's not all fun and games."
2339.984,2342.976,"SHREK It really is all fun and games, actually."
2343.12,2346.715,"SHREK Sure, you have to knight a few heroes, launch a ship or two."
2346.857,2351.191,"SHREK By the way, make sure you hit the boat just right with the bottle."
2351.328,2354.126,"ARTIE Any idiot can hit a boat with the bottle."
2354.965,2357.9,"SHREK Well, I've heard it's harder than it looks."
2358.035,2360.003,"ARTIE This is going to be huge."
2360.137,2365.006,"ARTIE Parties, princesses, castles. Princesses."
2365.142,2368.009,"DONKEY You'll be living in the lap of luxury."
2368.145,2370.613,"DONKEY The got the finest chefs will wait for your order."
2370.748,2373.717,"PUSS And fortunately, you'll have the royal food tasters."
2373.851,2375.546,"ARTIE What do they do?"
2375.686,2380.282,"PUSS Taste the food before the King eats, to make sure it's not poisoned."
2380.424,2383.018,"ARTIE & SHREK - Poisoned? - Or too salty."
2383.16,2386.687,"DONKEY Don't worry about it. Your bodyguards will keep you safe."
2386.831,2389.095,"PUSS All of them willing at a moment's notice"
2389.233,2392.066,"PUSS to lay down their lives out of devotion to you."
2392.203,2393.636,"ARTIE Really?"
2393.771,2396.797,"PUSS The whole kingdom will look to you for wisdom and guidance."
2397.174,2399.108,"DONKEY Make sure they don't die of famine!"
2399.243,2400.972,"PUSS & DONKEY - Or plague. - Plague is bad."
2401.111,2404.012,"PUSS The coughing, the groaning, the festering sores."
2405.583,2410.02,"SHREK Festering sores! You are one funny kity cat."
2410.688,2412.087,"PUSS What did I say?"
2412.223,2414.589,"SHREK We don't want Artie geting the wrong idea."
2415.359,2416.519,"SHREK Artie?"
2420.798,2422.561,"SHIP CAPTAIN There goes my hip!"
2422.7,2424.861,"SHREK Artie! What are you doing?"
2426.804,2428.931,"ARTIE What does it look like?!"
2431.609,2434.077,"SHREK This really isn't up to you."
2434.211,2437.078,"ARTIE I don't know anything about being king!"
2437.214,2439.148,"SHREK You'll learn on the job!"
2441.051,2443.576,"ARTIE Sorry to disapoint you, but I'm going back."
2443.721,2446.155,"SHREK Back to what? Being a loser?"
2449.727,2451.285,"SHREK Now look what you did!"
2452.062,2455.896,"ARTIE Look what I did? Who's holding the wheel, chief?"
2456.901,2458.391,"SHREK Shrek!"
2470.748,2472.739,"SHIP CAPTAIN Land ho!"
2485.262,2487.093,"PUSS How humiliating."
2488.098,2491.033,"SHREK Oh, nice going, Your Highness."
2491.168,2494.865,"ARTIE Now it's ""Your Highness""? What happened to ""loser""?"
2495.005,2497.906,"SHREK If you think this is geting you out of anything, well it isn't."
2498.042,2501.808,"SHREK We're heading back to Far Far Away one way or another..."
2501.946,2504.38,"SHREK ...and you're going to be a father!"
2504.515,2505.948,"ARTIE What?"
2506.784,2508.342,"DONKEY You just said ""father""."
2508.485,2511.215,"SHREK King! You're going to be king!"
2511.355,2514.347,"ARTIE ""You're going to be king!"" Yeah, right."
2515.559,2516.992,"Where do you think you are going?"
2517.127,2519.595,"ARTIE Far Far Away... from you!"
2519.73,2521.698,"SHREK You get back here, young man, and I mean it !"
2523.667,2526.158,"PUSS Boss? I don't think he's coming back."
2526.303,2529.5,"PUSS Maybe it's for the best. He's not exactly king material."
2529.64,2532.871,"DONKEY When did you plan to tell him you were supposed to be king?"
2533.01,2535.843,"SHREK Come on. Why would I do that?"
2535.98,2539.04,"SHREK Besides, he'll be ten times better at it than me."
2539.183,2543.142,"DONKEY Then you're gonna change your tactics if you want to get anywhere with him."
2545.489,2547.32,"SHREK You're right, Donkey."
2549.66,2551.184,"SHREK What about this?"
2551.328,2555.162,"SHREK & DONKEY - Shrek! - Come on. It's just a joke."
2556.734,2558.065,"SHREK Still..."
2574.852,2576.513,"SHREK Listen, Artie."
2577.087,2582.218,"SHREK If you think this whole mad scene ain't dope, I feel you, dude."
2582.359,2586.489,"SHREK I'm not trying to get up in your grill or raise your roof, or whatever."
2586.63,2588.757,"SHREK But what I am screamin' is, yo..."
2588.899,2592.096,"SHREK ...check out this kazing thazing, bazaby!"
2592.236,2594.329,"SHREK If it doesn't groove, or what I'm saying"
2594.471,2597.406,"SHEK ain't straight trippin', say, ""Oh, no, you didn't!"
2597.541,2599.975,"SHREK You're getting on my last nerve."""
2600.11,2603.102,"SHREK And then I'll know it's... I'll know it's wack!"
2604.715,2605.909,"ARTIE Somebody, help!"
2606.05,2609.451,"ARTIE I've been kidnapped by a monster who's trying to relate to me!"
2609.586,2613.215,"SHREK & ARTIE - Artie, wait. - Come on! Help! Hello?"
2614.725,2618.422,"MERLIN Greetings, cosmic children of the universe."
2618.562,2620.496,"MERLIN Welcome to my serenity circle."
2620.631,2624.761,"MERLIN Please leave any bad vibes outside the healing vortex."
2624.902,2626.733,"MERLIN Now prepare to..."
2632.409,2635.242,"MERLIN I knew I should have got that warranty!"
2638.148,2639.615,"ARTIE Mr. Merlin?"
2639.75,2641.217,"SHREK You know this guy?"
2641.351,2645.617,"ARTIE Yeah. He was the school magic teacher, until he had his nervous breakdown."
2645.756,2649.123,"MERLIN Technically, I was merely a victim of a level 3 fatigue."
2649.259,2651.352,"MERLIN At the request of my therapist,"
2651.495,2655.124,"MERLIN and the school authorities, I retired to the tranquility of nature"
2655.265,2657.426,"MERLIN to discover my divine purpose."
2658.936,2662.337,"MERLIN Now, can I interest anyone in a snack or beverage?"
2662.473,2663.565,"SHREK Uh, no."
2663.707,2667.04,"MERLIN Sure you don't want to try my famous Rock Au Gratin?"
2669.947,2671.414,"MERLIN It's organic."
2671.548,2673.982,"SHREK Thanks. I just ate a boulder on the way in."
2674.118,2677.053,"SHREK What we need, are directions back back to Far Far Away."
2677.187,2679.712,"ARTIE ""We""? Who said I was going with you?"
2679.857,2684.226,"SHREK I did. People are counting on you, so don't try to weasel out of it."
2684.361,2686.42,"ARTIE If it's such a great job, you do it."
2686.964,2691.23,"SHREK Understand this, kid. It's no more Mr. Nice Guy from here on out."
2691.368,2693.666,"ARTIE So, that was your Mr. Nice Guy?"
2693.804,2695.738,"SHREK Yeah, and I'm going to miss him."
2695.873,2700.276,"ARTIE You know what ? Why don't you go terrorize a village and leave me alone!"
2700.41,2704.938,"SHREK Was that a crack about ogres? You get your royal highness to Far Far Away..."
2705.082,2709.109,"SHREK ...before I kick it there! Now, which way am I kicking?"
2709.253,2711.084,"MERLIN I could have tell you, but since you're"
2711.221,2713.746,"MERLIN in the midst of a self-destructive rage spiral,"
2713.891,2716.416,"MERLIN it would be karmically irresponsible."
2716.56,2720.223,"SHREK Self-destructive? Look, are you going to help us or not?"
2720.364,2722.958,"MERLIN Most definitely, but only after you"
2723.1,2726.297,"MERLIN take the journey to your soul!"
2726.436,2727.801,"SHREK Yeah, I don't think so."
2727.938,2731.772,"MERLIN It's either that or some primal scream therapy."
2733.844,2736.506,"SHREK All right, all right. Journey to the soul."
2737.347,2739.212,"MERLIN Now, all of you,"
2739.349,2741.874,"MERLIN look into the Fire of Truth"
2742.019,2745.011,"MERLIN and tell me what you see."
2747.858,2749.723,"DONKEY Ooh, charades!"
2749.86,2754.627,"DONKEY Okay, I see a Dutch fudge torte with cinnamon swirls!"
2754.765,2757.359,"MERLIN Okay, monster... go for it."
2766.043,2767.738,"SHREK I see a rainbow pony."
2767.878,2769.812,"MERLIN Excellent work! Now the boy."
2769.947,2771.414,"ARTIE This is lame."
2771.548,2773.812,"MERLIN You're lame! Now just go for it."
2775.385,2776.716,"ARTIE Okay."
2777.554,2781.991,"ARTIE There's a baby bird and a father bird siting in a nest."
2782.125,2784.116,"MERLIN Yes! Stay with it!"
2784.962,2788.955,"ARTIE The dad just flew away. Why did he leave the little bird all alone?"
2789.633,2793.069,"ARTIE It's trying to fly, but it doesn't know how to."
2793.971,2796.132,"ARTIE It's going to fall!"
2800.978,2804.971,"MERLIN Proper head case you are. Really messed up."
2808.318,2813.312,"ARTIE Okay, I get it. The bird's me. My dad left. So what?"
2825.335,2827.997,"SHREK Look, Artie, um..."
2832.342,2835.106,"SHREK Just thought I'd help set the mood..."
2835.245,2838.578,"SHREK ...for your big heart-to-heart chat."
2847.024,2850.357,"SHREK I know what it's like to not feel ready for something."
2852.696,2855.028,"SHREK Even ogres get scared."
2855.866,2858.699,"SHREK You know... once in a while."
2860.704,2864.47,"ARTIE I know you want me to be king, but I can't."
2864.608,2867.475,"ARTIE I'm not cut out for it, and I never will be, all right?"
2868.378,2870.869,"ARTIE Even my own dad knew I wasn't worth the trouble."
2871.014,2874.211,"ARTIE He dumped me at that school the first chance he got..."
2874.885,2877.217,"ARTIE ...and I never heard from him again."
2878.889,2882.723,"SHREK My dad wasn't really the fatherly type, either."
2883.226,2885.387,"ARTIE Well, I doubt he was worse than mine."
2886.229,2887.526,"SHREK Oh, yeah?"
2887.664,2891.725,"SHREK My father was an ogre. He tried to eat me."
2892.569,2894.764,"SHREK Now I guess I should have seen it coming."
2894.905,2899.171,"SHREK He bathed me in barbecue sauce and put me to bed with an apple in my mouth."
2901.078,2903.569,"ARTIE Okay, I guess that's pretty bad."
2905.916,2908.111,"SHREK you know, it may be hard to believe,"
2908.251,2911.709,"SHREK what, with my obvious charm and good looks,"
2911.855,2914.79,"SHREK but people used to think I was a monster."
2914.925,2918.588,"SHREK And for a long time, I believed them."
2920.597,2922.189,"SHREK But after a while,"
2922.332,2925.859,"SHREK you learn to ignore the names people call you"
2926.003,2928.335,"SHREK and you just trust who you are."
2930.44,2933.603,"ARTIE You know... you're okay, Shrek."
2934.444,2938.005,"ARTIE You just need to do a little less yelling and use a little more soap."
2939.349,2940.976,"SHREK Thanks, Artie."
2941.118,2944.781,"ARTIE The soap's because you stink... really bad."
2945.956,2948.447,"SHREK Yeah... I got that."
2952.462,2955.329,"CINDERELLA This place is filthy!"
2955.632,2957.224,"CINDERELLA I feel like a hobo."
2958.468,2961.232,"SNOW WHITE I'm sorry, but this isn't just working for me."
2961.371,2965.933,"SLEEPING BEAUTY Everything's always about you, isn't it. Something in your attitude is not helping."
2966.076,2969.773,"SNOW WHITE Maybe it just bothers you I was voted fairest in the land."
2969.913,2972.006,"RAPUNZEL Oh you mean in that rigged election?"
2972.149,2975.118,"SNOW WHITE Oh give me a break. ""Rapunzel, Rapunzel..."
2975.252,2978.38,"SNOW WHITE ...let down thy golden extensions!"""
2978.522,2983.323,"QUEEN Ladies, let go of your pety complaints and let's work together!"
2986.296,2989.288,"SNOW WHITE So I guess the plan is we just wander aimlessly"
2989.433,2991.526,"SNOW WHITE in this stinkhole until we rot."
2991.668,2995.195,"FIONA No, we get inside and find out what Charming's up to."
2995.338,2998.034,"DORIS I know he's a jerk and everything,"
2998.175,3002.339,"DORIS but that Charming makes me hotter than July."
3003.68,3005.011,"FIONA That's it!"
3033.043,3035.409,"RAPUNZEL Come on! This way!"
3035.545,3036.534,"FIONA Rapunzel, wait!"
3046.056,3047.887,"FIONA Charming, let go of her."
3048.024,3050.652,"PRINCE CHARMING But why would I want to do that?"
3056.199,3057.188,"FIONA What?"
3057.334,3062.431,"PRINCE CHARMING Say hello, ladies, to the new Queen of Far Far Away."
3066.443,3068.24,"FIONA Rapunzel, how could you?"
3068.378,3070.642,"RAPUNZEL Jealous much?"
3070.78,3073.214,"PRINCE CHARMING Soon you'll be back where you started,"
3073.35,3075.978,"PRINCE CHARMING scrubbing floors or locked away in towers."
3076.119,3079.748,"PRINCE CHARMING That is, if I let you last the week."
3082.058,3084.652,"RAPUNZEL But Pookie, you promised not to hurt them."
3084.794,3088.787,"PRINCE CHARMING Not here, kitten whiskers. Daddy will discuss it later."
3089.533,3092.058,"PRINCE CHARMING Now forgive us. We have a show to put on."
3092.202,3095.467,"FIONA Shrek will be back soon, Charming and you'll be sorry."
3095.605,3097.004,"PRINCE CHARMING Sorry?!"
3097.14,3101.406,"PRINCE CHARMING Don't you realize once Shrek sets foot in Far Far Away..."
3101.545,3103.308,"PRINCE CHARMING ...he's doomed?"
3142.852,3144.479,"DONKEY Look out! They got a piano!"
3144.621,3147.988,"CAPTAIN HOOK Kill them all... except the fat one."
3148.124,3152.493,"CAPTAIN HOOK King Charming has something special in mind for you, ogre."
3152.629,3153.926,"SHREK King Charming?"
3154.064,3155.088,"CAPTAIN HOOK Attack!"
3161.371,3162.531,"SHREK Artie, duck!"
3177.087,3178.349,"CAPTAIN HOOK Ready the plank!"
3194.07,3195.731,"DONKEY & ARTIE - Shrek! - Help!"
3215.058,3216.355,"CAPTAIN HOOK Cowards!"
3216.493,3218.859,"SHREK What has Charming done with Fiona?"
3218.995,3221.589,"CAPTAIN HOOK She's gonna get what's coming to her."
3222.165,3227.068,"CAPTAIN HOOK And there ain't nothing you can do to stop him!"
3227.203,3229.728,"PUSS & DONKEY - We've got to save her. - But she's so far far away!"
3230.674,3232.972,"SHREK Get yourself back to Worcestershire, kid."
3233.109,3236.601,"ARTIE No, Shrek. Hold on a second. I've got an idea."
3236.746,3239.01,"MERLIN I am a buzzing bee."
3239.683,3242.88,"ARTIE Mr. Merlin? They need a spell to get them..."
3243.019,3246.045,"ARTIE ...I mean us, back to Far Far Away."
3246.189,3249.625,"MERLIN Forget it. I don't have that kind of magic in me anymore, kid."
3249.759,3253.456,"MERLIN How about a hug? That's the best kind of magic."
3253.596,3255.962,"ARTIE Mr merlin, please. I know you can do it."
3256.099,3257.896,"MERLIN I said forget it!"
3258.034,3259.365,"ARTIE But..."
3266.776,3268.368,"MERLIN What's with you?"
3269.713,3272.876,"ARTIE It's just so hard, you know?"
3273.55,3277.68,"ARTIE They really need to get back, 'cause their kingdom's in trouble."
3277.821,3280.346,"ARTIE 'Cause there's a really bad man."
3280.49,3282.253,"ARTIE And it's just so hard!"
3282.392,3284.519,"MERLIN Take it easy."
3284.661,3288.028,"ARTIE No! I don't think you understand!"
3288.164,3292.692,"ARTIE There's a mean person doing mean things to good people."
3292.836,3294.531,"SHREK Have a heart, old man."
3294.671,3298.835,"ARTIE They really need your help to get them back. So why won't you help them?!"
3302.679,3304.271,"MERLIN Okay."
3304.414,3306.405,"MERLIN I'll go get my things."
3309.185,3310.379,"ARTIE Piece of cake."
3310.52,3314.047,"SHREK Well, well. You want eggs with that ham?"
3314.19,3317.887,"MERLIN I am a little rusty, so there could be some side effects."
3318.027,3319.494,"DONKEY & MERLIN - Side effects? - Don't worry."
3319.629,3323.395,"MERLIN Whatever it is, no matter how excruciatingly painful it may be,"
3323.533,3326.696,"MERLIN it will wear off eventually. I think."
3328.671,3330.901,"MERLIN & DONKEY - Oops. - Are you sure this is a good idea?"
3331.04,3335.17,"SHREK Look, if Artie trusts him, that's good enough for me."
3335.311,3337.176,"SHREK Even if his robe doesn't quite cover..."
3337.313,3339.838,"MERLIN Alacritious... Expeditious..."
3339.983,3342.679,"MERLIN ...a-zoomy-zoom-zoom!"
3342.819,3345.652,"MERLIN Let's help our friends get back..."
3348.391,3349.722,"MERLIN ...soon!"
3357.066,3358.658,"MERLIN It worked!"
3367.377,3370.403,"DONKEY I haven't been on a trip like that since college!"
3370.847,3372.109,"SHREK Donkey?"
3372.248,3375.081,"DONKEY What? Is something in my teeth?"
3377.52,3382.514,"DONKEY Oh, no! I've been abracadabra-ed into a Fancy Feastin', second-rate sidekick!"
3384.861,3388.922,"PUSS At least you don't look like some kind of bloated roasted pinata!"
3389.065,3391.124,"PUSS You should think about going on a diet!"
3391.267,3395.863,"DONKEY You should get yourself a pair of pants. I feel all exposed and nasty!"
3397.54,3399.872,"DONKEY So you two think this is funny?"
3402.378,3404.175,"ARTIE I'm really sorry, guys."
3404.314,3406.782,"SHREK Don't be. You got us back, kid."
3412.455,3414.582,"DONKEY How in the Hans Christian Andersen"
3414.724,3417.488,"DONKEY am I supposed to parade around in these goofy boots?"
3417.627,3420.46,"PUSS Hey, hey, hey! Be very careful with those."
3421.898,3425.231,"PUSS They were made in Madrid by the finest..."
3425.902,3427.893,"DONKEY You'll learn to control that."
3430.807,3435.801,"DONKEY Seriously. Ow! You need some comfort inserts or arch supports or something."
3441.985,3446.854,"EVIL DWARF Watch it. I'm walking here and I'm gonna keep going until..."
3446.99,3448.082,"SHREK Pinocchio!"
3448.825,3450.85,"PINOCCHIO Shrek! Help me!"
3450.994,3454.191,"SHREK & PINOCCHIO - What happened? - Charming and the villains have taken over everything!"
3454.33,3458.096,"PINOCCHIO Fiona and the Princesses got away. And now she's..."
3458.234,3459.758,"SHREK She's what?! What?!"
3462.105,3463.936,"SHREK Puss! Loan me five bucks."
3464.073,3466.303,"DONKEY You heard him. Help the brother out."
3466.442,3468.535,"PUSS Do you see any pockets on me?"
3468.678,3470.509,"DONKEY Hold on a second."
3473.016,3477.18,"PUSS I had no idea, really. I... I swear."
3478.354,3480.549,"SHREK Quick Pinocchio! Where is Fiona?"
3480.69,3484.456,"PINOCCHIO Charming has her locked away someplace. You have to find him!"
3484.594,3487.461,"PINOCCHIO He's probably getting ready for the show!"
3487.597,3489.929,"SHREK Wait, Pinocchio! What show?"
3494.938,3497.338,"PINOCCHIO ""It's a Happily Ever After After All""."
3497.473,3499.805,"SHREK ""Shrek's final performance""?"
3499.943,3504.073,"DONKEY Wow, Shrek! You didn't tell us you were in a play!"
3504.213,3507.671,"SHREK Well I guess I've been so busy I forgot to mention it."
3507.817,3509.375,"GUARD It's the ogre! Get him!"
3510.72,3513.052,"PUSS Don't worry, jefe. I got this."
3519.596,3521.223,"GUARD Uck! Kill it!"
3522.231,3527.362,"ARTIE Look. Don't you know who he thinks he is? How dare you!"
3527.503,3529.027,"SHREK Donkey, we're dealing with amateurs."
3529.172,3534.109,"ARTIE He's a star, people! Hello? I'm so sorry about this, Mr. Shrek."
3534.243,3535.767,"SHREK I'm going to lose it!"
3535.912,3539.712,"ARTIE I assume everything is ready for tonight? You did get the list for the dressing room?"
3539.849,3542.943,"DONKEY yeah, the breakfast croissant stuffed with seared sashimi tuna."
3543.086,3546.385,"DONKEY And I hope you have the saffron corn with jalapeno honey buter."
3546.522,3549.514,"DONKEY Our client cannot get into his proper emotional state"
3549.659,3551.456,"DONKEY without jalapeno honey buter!"
3551.594,3552.993,"SHREK I just lost it."
3553.763,3556.288,"GUARD maybe they should talk to Nancy in Human Resources."
3556.432,3559.924,"PUSS Oh, we will have much to say to Nancy, I promise!"
3561.604,3565.301,"PRINCE CHARMING ""With this sword, I do..."" No. ""With..."""
3565.441,3569.104,"PRINCE CHARMING ""With this sword, I do smote thee!"""
3570.013,3572.481,"PRINCE CHARMING Is ""smote"" the right word? ""Smoot""?"
3572.615,3574.48,"PRINCE CHARMING I don't think that's a word, actually."
3574.617,3578.951,"PRINCE CHARMING Maybe I should just ""smite"" him. Let's try this again. Now..."
3580.123,3583.286,"PRINCE CHARMING Shrek attacks me. I pretend to be afraid."
3584.027,3588.43,"PRINCE CHARMING ""Now the kingdom will get the happily ever after they deserve. Die, ogre!"""
3588.564,3592.227,"PRINCE CHARMING Blah, blah, blah. Oh, it just doesn't feel real enough yet!"
3594.137,3596.162,"PRINCE CHARMING Who told you to stop dancing?!"
3596.305,3597.772,"CYCLOPS Wink and turn."
3597.907,3601.138,"PRINCE CHARMING What are you laying around for? Get up! Honestly!"
3609.819,3613.016,"PRINCE CHARMING Our happily ever after is nearly complete, Mummy."
3613.156,3615.351,"PRINCE CHARMING And I assure you..."
3615.491,3620.485,"PRINCE CHARMING ...the people of this kingdom will pay dearly for every second..."
3621.664,3623.325,"PRINCE CHARMING ...we've had to wait."
3624.934,3626.367,"SHREK Break a leg."
3626.502,3629.266,"SHREK On second thought, let me break it for you."
3629.405,3633.705,"PRINCE CHARMING Thank goodness, you're here. I was afraid you wouldn't get back in time."
3633.843,3635.47,"SHREK Where's Fiona?"
3635.611,3639.843,"PRINCE CHARMING Don't worry. She and the others are safe... for now."
3649.025,3652.358,"PRINCE CHARMING Let me guess. Arthur."
3653.029,3655.054,"ARTIE It's Artie, actually."
3655.198,3660.192,"PRINCE CHARMING This boy is supposed to be the new King of Far Far Away?"
3662.105,3663.402,"PRINCE CHARMING How pathetic."
3663.539,3666.406,"PRINCE CHARMING Now, stand still, so I won't make a mess."
3666.542,3669.978,"SHREK Charming, stop! I'm here now. You got what you wanted."
3670.113,3671.774,"SHREK This isn't about him."
3672.548,3676.882,"ARTIE Then who's it about? I'm supposed to be king, right?"
3678.221,3682.59,"SHREK You weren't really next in line for the throne, okay."
3682.725,3684.124,"SHREK I was."
3684.26,3687.593,"ARTIE But you said the King asked for me personally."
3687.73,3689.561,"SHREK Not exactly."
3689.699,3691.132,"ARTIE What that supposed to mean?"
3691.267,3693.758,"SHREK I said whatever I had to say, all right?"
3693.903,3697.6,"SHREK I wasn't right for the job, I just needed some fool to replace me."
3697.74,3701.403,"SHREK And you fit the bill. So... So just go!"
3704.48,3706.539,"ARTIE You were playing me the whole time."
3706.682,3708.445,"SHREK You catch on real fast, kid."
3708.584,3711.678,"SHREK Maybe you're not as big of a loser as I thought."
3718.094,3720.46,"ARTIE You know, for a minute there..."
3720.596,3722.496,"ARTIE & PRINCE CHARMING ...I actually thought... - What?"
3722.632,3726.124,"PRINCE CHARMING That he cared about you? He's an ogre."
3726.269,3728.1,"PRINCE CHARING What did you expect?"
3738.08,3742.107,"PRINCE CHARMING You really do have a way with children, Shrek."
3754.463,3758.263,"MUSIC ~ Leave me out with the waste ~"
3758.401,3761.336,"MUSIC ~ This is not what I do ~"
3761.47,3765.167,"MUSIC ~ It's the wrong time ~"
3765.308,3768.004,"MUSIC ~ She's pulling me through ~"
3768.144,3771.841,"MUSIC ~ It's a small crime ~"
3771.981,3774.609,"MUSIC ~ And I got no excuse ~"
3774.75,3777.15,"MUSIC ~ And is that all right, yeah? ~"
3778.621,3780.646,"MUSIC ~ Is that all right with you? ~"
3781.49,3785.824,"MUSIC ~ Is that all right, yeah? ~"
3786.329,3790.322,"MUSIC ~ If I give my gun away when it's loaded? ~"
3792.501,3797.165,"MUSIC ~ If you don't shoot it how am I supposed to hold it? ~"
3800.343,3803.21,"MUSIC ~ Is that all right? Is that all right? ~"
3803.346,3806.782,"MUSIC ~ Is that all right with you? ~"
3806.916,3807.383,"MUSIC ~ No. ~"
3807.383,3807.781,"MUSIC ~ No. ~"
3808.117,3809.948,"SNOW WHITE Had we stayed put like I suggested,"
3810.086,3812.884,"SNOW WHITE we could be sipping tea out of little heart-shaped cups."
3813.022,3814.546,"CINDERELLA Yeah, heart-shaped cups."
3814.69,3817.318,"SNOW WHITE And eating crumpets smothered with loganberries."
3817.46,3819.052,"CINDERELLA Yeah, loganberries."
3819.195,3821.06,"SNOW WHITE & CINDERELLA - Shut up, Cindy. - Yeah, shut up."
3821.197,3824.064,"CINDERELLA - No, you shut up. - Stay out of this."
3824.2,3826.998,"SNOW WHITE Who cares who's ""running the kingdom"" anyway?"
3827.136,3830.367,"FIONA & QUEEN - I care. - And you should all care too."
3834.343,3837.244,"DONKEY I have your badge number, tin can!"
3837.38,3839.245,"DONKEY & FIONA - Donkey? - Princess!"
3839.382,3840.371,"FIONA Puss?"
3840.516,3844.577,"PUSS I am Puss, stuck here inside this hideous body."
3844.72,3845.744,"DONKEY And I'm me!"
3845.888,3847.014,"FIONA But you're..."
3847.156,3849.818,"DONKEY I know, I know, everything's fruity in the loops, but what happened is"
3849.959,3851.927,"DONKEY we went to high school, and the boat crashed"
3852.061,3854.621,"DONKEY and we got bippity-boppity-booped by the magic man."
3854.764,3856.959,"DORIS You poor sweet things."
3857.099,3858.498,"CINDERELLA I don't get it."
3858.634,3862.365,"SNOW WHITE The cat turned into a little horse that smells like feet. What's to get?"
3862.505,3863.87,"SLEEPING BEAUTY Who dat?"
3864.006,3865.03,"FIONA Where's Shrek?"
3865.174,3869.167,"DONKEY Charming has him. He plans to kill Shrek tonight in front of the whole kingdom!"
3870.579,3874.743,"FIONA All right, everyone. We need to find a way out now."
3874.884,3878.411,"SNOW WHITE You're right. Ladies, assume the position!"
3883.292,3884.486,"FIONA What are you doing?"
3885.261,3886.626,"SLEEPING BEAUTY Waiting to be rescued."
3886.762,3888.73,"FIONA You've got to be kidding me."
3888.864,3891.628,"SNOW WHITE What do you expect us to do? We're just four..."
3891.767,3895.066,"SNOW WHITE ...I mean three, super-hot princesses..."
3895.204,3899.265,"SNOW WHITE ...two circus freaks, a pregnant ogre and an old lady!"
3900.109,3904.443,"QUEEN Excuse me. Old lady coming through."
3913.055,3914.852,"FIONA Mom!"
3914.991,3919.257,"QUEEN You didn't actually think you got your fighting skills from your father, did you?"
3919.395,3922.125,"SNOW WHITE Excuse me. I think there's still one more."
3932.308,3934.64,"FIONA Why don't you just lie down?"
3937.313,3940.18,"FIONA Okay, girls, from here on out..."
3940.316,3942.784,"FIONA ...we're gonna take care of business ourselves."
3959.835,3964.363,"ANNOUNCER Ladies and gentlemen, The Far Far Away Theatre at the Charming Pavilion is proud to present..."
3964.507,3966.27,"ANNOUNCER ...""It's A Happily Ever After After AII."""
3966.409,3969.708,"EVIL KNIGHT Enjoy your evening of theatrical reverie, citizen."
3969.845,3973.178,"EVIL KNIGHT Oi! No food or beverages in the theater!"
3987.029,3988.394,"PRINCE CHARMING Places, everyone!"
3993.536,3994.662,"SHREK Easy!"
3994.804,3998.706,"CYCLOPS Sorry. I guess I was showing off for the little one."
3999.442,4003.037,"CYCLOPS It's Bring Your Kids to Work Day. Come here, beautiful."
4006.215,4009.207,"SHREK Well, she's got your eye."
4010.453,4015.39,"CYCLOPS Who would have thought a monster like me deserved something as special as you?"
4057.066,4060.092,"SNOW WHITE ~ Little birdies, take wing ~"
4060.936,4063.564,"SNOW WHITE ~ Flitting down from the trees they appear ~"
4063.706,4066.174,"SNOW WHITE ~ And to chirp in my ear ~"
4067.443,4070.435,"SNOW WHITE ~ All because I sing ~"
4100.075,4101.133,"FIONA Move it! Go!"
4107.75,4109.479,"DONKEY My babies!"
4110.486,4111.475,"PUSS Help!"
4157.032,4159.023,"DORIS Hey, how's it goin'?"
4169.712,4171.646,"PUSS O to the K. The coast is clear."
4171.78,4174.408,"DONKEY All right people, let's do this thing. Go, Team Dynamite!"
4174.55,4178.384,"PINOCCHIO I thought we agreed go by the name Team Super Cool."
4178.52,4180.75,"GINGERBREAD MAN I recall it was Team Awesome."
